company,location,launch_date,rocket,mission,rocket_status,price,mission_status
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1973-08-23,Atlas-SLV3D Centaur-D1A,Intelsat 4 F7,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1973-08-24,Voskhod,Cosmos 581,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-08-28,Cosmos-3M (11K65M),Cosmos 582,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-08-30,Molniya-M /Block L,Molniya-1 n†­35,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1973-08-30,Voskhod,Cosmos 583,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-09-06,Voskhod,Cosmos 584,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-09-08,Cosmos-3M (11K65M),Cosmos 585,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-09-14,Cosmos-3M (11K65M),Cosmos 586,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1973-09-18,Feng Bao 1,JSSW-1,Retired,,Failure
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1973-09-21,Soyuz U,Cosmos 587,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1973-09-27,Soyuz,Soyuz 12,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1973-09-27,Titan III(24)B,OPS 6275,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-10-02,Cosmos-3M (11K65M),Cosmos 588 to 595,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-10-03,Voskhod,Cosmos 596,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-10-06,Voskhod,Cosmos 597,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-10-10,Voskhod,Cosmos 598,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1973-10-15,Voskhod,Cosmos 599,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-10-16,Voskhod,Cosmos 600,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1973-10-16,Cosmos-2I (63SM),Cosmos 601,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-10-19,Molniya-M /Block L,Molniya-2 n†­36,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-10-20,Voskhod,Cosmos 602,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-10-27,Voskhod,Cosmos 603,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-10-29,Vostok-2M,Cosmos 604,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-10-30,Cosmos-3M (11K65M),Intercosmos-10,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1973-10-31,Soyuz U,Cosmos 605,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-11-02,Molniya-M /Block 2BL,Cosmos 606,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1973-11-03,Atlas-SLV3D Centaur-D1A,Mariner 10,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-11-10,Voskhod,Cosmos 607,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1973-11-10,Titan IIID,"KH-9, SSF-B-24 & SSF-C-4",Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1973-11-14,Molniya-M /Block L,Molniya-1 n†­37,Retired,,Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA",1973-11-16,Saturn IB,Skylab 4,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1973-11-20,Cosmos-2I (63SM),Cosmos 608,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1973-11-21,Voskhod,Cosmos 609,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-11-27,Cosmos-3M (11K65M),Cosmos 610,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1973-11-28,Cosmos-2I (63SM),Cosmos 611,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-11-28,Voskhod,Cosmos 612,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-11-30,Molniya-M /Block L,Molniya-1 n†­38,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-12-04,Cosmos-3M (11K65M),Cosmos 614,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1973-12-13,Cosmos-2I (63SM),Cosmos 615,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1973-12-13,Titan III(23)C,DSCS-II 3&4,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-12-17,Soyuz M,Cosmos 616,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1973-12-18,Soyuz,Soyuz 13,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-12-19,Cosmos-3M (11K65M),Cosmos 617 to 624,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1973-12-21,Voskhod,Cosmos 625,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1973-12-25,Molniya-M /Block L,Molniya-2 n†­39,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1973-12-26,Cosmos-3M (11K65M),Oreol-2,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1973-12-27,Tsyklon-2,Cosmos 626,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1973-12-29,Cosmos-3M (11K65M),Cosmos 627,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-01-17,Cosmos-3M (11K65M),Cosmos 628,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-01-24,Voskhod,Cosmos 629,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1974-01-29,Soyuz,Cosmos 613,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-01-30,Voskhod,Cosmos 630,Retired,,Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan",1974-02-04,Mu-III H,Tansei 2,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-02-06,Cosmos-3M (11K65M),Cosmos 631,Retired,,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1974-02-11,Titan IIIE,Sphinx & Viking-DS,Retired,,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-02-12,Voskhod,Cosmos 632,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1974-02-13,Titan III(24)B,OPS 6889,Retired,,Success
ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",1974-02-18,Scout D1,San Marco 4,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1974-02-27,Cosmos-2I (63SM),Cosmos 633,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-03-05,Vostok-2M,Meteor n†­27,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1974-03-05,Cosmos-2I (63SM),Cosmos 634,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-03-14,Voskhod,Cosmos 635,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-03-20,Soyuz U,Cosmos 636,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-03-23,Cosmos-3M (11K65M),Cosmos 641 to 648,Retired,,Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan",1974-03-26,Proton K/Block-DM,Cosmos 637,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-04-03,Soyuz U,Cosmos 638,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-04-04,Voskhod,Cosmos 639,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1974-04-10,Titan IIID,"KH-9, SSF-B-25, IRCB",Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-04-11,Voskhod,Cosmos 640,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-04-12,Voskhod,Zenit-4MK n†­23,Retired,,Failure
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-04-20,Molniya-M /Block ML,Molniya-1 n†­40,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-04-24,Vostok-2M,Meteor n†­28,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-04-26,Molniya-M /Block L,Molniya-2 n†­41,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-04-29,Voskhod,Cosmos 649,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-04-29,Cosmos-3M (11K65M),Cosmos 650,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1974-05-15,Tsyklon-2,Cosmos 651,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-05-15,Soyuz U,Cosmos 652,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-05-15,Voskhod,Cosmos 653,Retired,,Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan",1974-05-17,Tsyklon-2,Cosmos 654,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1974-05-17,Cosmos-3M (11K65M),Intercosmos-11,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-05-21,Cosmos-3M (11K65M),Cosmos 655,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1974-05-23,Soyuz U,Yantar-2K n†­01,Retired,,Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1974-05-27,Soyuz,Cosmos 656,Retired,,Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",1974-05-29,Proton K/Block D,Luna-22,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-05-30,Voskhod,Cosmos 657,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1974-05-30,Titan III(23)C,ATS-6,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-06-06,Voskhod,Cosmos 658,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1974-06-06,Titan III(24)B,OPS 1776,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-06-13,Voskhod,Cosmos 659,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-06-18,Cosmos-3M (11K65M),Cosmos 660,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-06-21,Cosmos-3M (11K65M),Cosmos 661,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1974-06-26,Cosmos-2I (63SM),Cosmos 662,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1974-06-27,Cosmos-3M (11K65M),Cosmos 663,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-06-29,Soyuz M,Cosmos 664,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-06-29,Molniya-M /Block 2BL,Cosmos 665,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1974-07-03,Soyuz,Soyuz 14,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-07-09,Vostok-2M,Meteor-Priroda n†­1,Retired,,Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1974-07-11,Cosmos-3MRB (65MRB),BOR-3 Shuttle,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1974-07-11,Cosmos-2I (63SM),DS-P1-You n†­68,Retired,,Failure
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-07-12,Voskhod,Cosmos 666,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1974-07-12,Feng Bao 1,JSSW-2,Retired,,Failure
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1974-07-14,Atlas-E/F PTS,P73-3,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-07-23,Molniya-M /Block L,Molniya-2 n†­42,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-07-25,Voskhod,Cosmos 667,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1974-07-25,Cosmos-2I (63SM),Cosmos 668,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-07-26,Voskhod,Cosmos 669,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1974-08-06,Soyuz U,Cosmos 670,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-08-07,Voskhod,Cosmos 671,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1974-08-12,Soyuz U,Cosmos 672,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1974-08-14,Titan III(24)B,OPS 3004,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-08-16,Vostok-2M,Cosmos 673,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1974-08-28,Soyuz,Soyuz 15,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-08-29,Voskhod,Cosmos 674,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-08-29,Cosmos-3M (11K65M),Cosmos 675,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-08-30,Voskhod,Zenit-2M n†­51,Retired,,Failure
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-09-11,Cosmos-3M (11K65M),Cosmos 676,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-09-19,Cosmos-3M (11K65M),Cosmos 677 to 684,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-09-20,Voskhod,Cosmos 685,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1974-09-26,Cosmos-2I (63SM),Cosmos 686,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-10-11,Cosmos-3M (11K65M),Cosmos 687,Retired,,Success
ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",1974-10-15,Scout B1,Ariel 5,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-10-18,Voskhod,Cosmos 688,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-10-18,Cosmos-3M (11K65M),Cosmos 689,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1974-10-22,Soyuz U,Cosmos 690,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-10-24,Molniya-M /Block L,Molniya-1 n†­44,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-10-25,Soyuz U,Cosmos 691,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-10-28,Vostok-2M,Meteor n†­29,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1974-10-29,Titan IIID,"KH-9, S3 & SSF-B-26",Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1974-10-31,Cosmos-3M (11K65M),Intercosmos-12,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-11-01,Voskhod,Cosmos 692,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-11-04,Soyuz M,Cosmos 693,Retired,,Success
CASC,"Site 138 (LA-2B), Jiuquan Satellite Launch Center, China",1974-11-05,Long March 2,FSW-0 No.0,Retired,,Failure
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-11-16,Voskhod,Cosmos 694,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1974-11-20,Cosmos-2I (63SM),Cosmos 695,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-11-21,Molniya-M /Block L,Molniya-3 n†­45,Retired,,Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA",1974-11-21,Atlas-SLV3D Centaur-D1A,Intelsat 4 F8,Retired,,Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-11-27,Voskhod,Cosmos 696,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1974-12-02,Soyuz U,Soyuz 16,Retired,,Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA",1974-12-10,Titan IIIE,Helios-1,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1974-12-13,Soyuz U,Cosmos 697,Retired,,Partial Failure
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia",1974-12-17,Vostok-2M,Meteor n†­30,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1974-12-18,Cosmos-3M (11K65M),Cosmos 698,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1974-12-21,Molniya-M /Block L,Molniya-2 n†­46,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1974-12-24,Tsyklon-2,Cosmos 699,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1974-12-26,Cosmos-3M (11K65M),Cosmos 700,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1974-12-27,Voskhod,Cosmos 701,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1975-01-10,Soyuz,Soyuz 17,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-01-17,Voskhod,Cosmos 702,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1975-01-21,Cosmos-2I (63SM),Cosmos 703,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-01-23,Voskhod,Cosmos 704,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1975-01-28,Cosmos-2I (63SM),Cosmos 705,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-01-30,Molniya-M /Block 2BL,Cosmos 706,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-02-05,Cosmos-3M (11K65M),Cosmos 707,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-02-06,Molniya-M /Block L,Molniya-2 n†­47,Retired,,Success
CNES,"ELD, Guiana Space Centre, French Guiana, France",1975-02-06,Diamant BP4,Starlette,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-02-12,Cosmos-3M (11K65M),Cosmos 708,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-02-12,Voskhod,Cosmos 709,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1975-02-20,Atlas-SLV3D Centaur-D1A,Intelsat 4 F6,Retired,,Failure
ISAS,"Mu Pad, Uchinoura Space Center, Japan",1975-02-24,Mu-III C,Taiyo,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-02-26,Voskhod,Cosmos 710,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1975-02-28,Cosmos-3M (11K65M),Cosmos 711 to 718,Retired,,Success
Martin Marietta,"SLC-4W, Vandenberg AFB, California, USA",1975-03-10,Titan III(34)B Agena-D,Jumpseat 4,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-03-12,Voskhod,Cosmos 719,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-03-21,Soyuz U,Cosmos 720,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-03-26,Voskhod,Cosmos 721,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-03-27,Voskhod,Cosmos 722,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-03-27,Cosmos-3M (11K65M),Intercosmos-13,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-04-01,Vostok-2M,Meteor n†­31,Retired,,Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1975-04-02,Tsyklon-2,Cosmos 723,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1975-04-05,Soyuz,Soyuz 18a (7K-T n†­39),Retired,,Failure
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",1975-04-07,Tsyklon-2,Cosmos 724,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1975-04-08,Cosmos-2I (63SM),Cosmos 725,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-04-11,Cosmos-3M (11K65M),Cosmos 726,Retired,,Success
General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",1975-04-13,Atlas-E/F Star-17A,P72-2,Retired,,Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-04-14,Molniya-M /Block ML,Molniya-3 n†­48,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-04-16,Soyuz U,Cosmos 727,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-04-18,Voskhod,Cosmos 728,Retired,,Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA",1975-04-18,Titan III(24)B,OPS 4883,Retired,,Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia",1975-04-19,Cosmos-3M (11K65M),Aryabhata,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-04-22,Cosmos-3M (11K65M),Cosmos 729,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-04-24,Voskhod,Cosmos 730,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-04-29,Molniya-M /Block ML,Molniya-1 n†­49,Retired,,Success
ASI,"SM Launch Tab, San Marco Launch Platform, Kenya",1975-05-07,Scout F1,Explorer 53,Retired,,Success
CNES,"ELD, Guiana Space Centre, French Guiana, France",1975-05-17,Diamant BP4,Castor & Pollux,Retired,,Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA",1975-05-20,Titan III(23)C,DSCS-II 5&6,Retired,,Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-05-21,Voskhod,Cosmos 731,Retired,,Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",1975-05-22,Atlas-SLV3D Centaur-D1A,Intelsat 4 F1,Retired,,Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1975-05-24,Soyuz,Soyuz 18,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-05-25,Soyuz U,Cosmos 1012,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-05-28,Cosmos-3M (11K65M),Cosmos 732 to 739,Retired,,Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1975-05-28,Voskhod,Cosmos 740,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-05-30,Voskhod,Cosmos 741,Retired,,Success
RVSN USSR,"Site 107/1, Kapustin Yar, Russia",1975-06-03,Cosmos-3M (11K65M),DS-U3 satellite,Retired,,Failure
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-06-03,Voskhod,Cosmos 742,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-06-05,Molniya-M /Block ML,Molniya-1 n†­50 & SRET-2,Retired,,Success
Martin Marietta,"SLC-4E, Vandenberg AFB, California, USA",1975-06-08,Titan IIID,KH-9 & SSF-C-5,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-06-12,Soyuz U,Cosmos 743,Retired,,Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",1975-06-18,Atlas-SLV3A Agena-D,AFP-827 (Canyon-6),Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-06-20,Vostok-2M,Cosmos 744,Retired,,Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia",1975-06-24,Cosmos-2I (63SM),Cosmos 745,Retired,,Success
RVSN USSR,"Site 43/3, Plesetsk Cosmodrome, Russia",1975-06-25,Voskhod,Cosmos 746,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-06-27,Voskhod,Cosmos 747,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-07-03,Voskhod,Cosmos 748,Retired,,Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia",1975-07-04,Cosmos-3M (11K65M),Cosmos 749,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-07-08,Molniya-M /Block ML,Molniya-2 n†­51,Retired,,Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia",1975-07-11,Vostok-2M,Meteor-2 n†­1,Retired,,Success
